ts, day,vehicle_id,trip,lat,lon
2.166666666666664, 1, 1,1, -2.0,-198.78666666666666
2.33333333333333, 1, 1,1, -2.0,-196.02
2.499999999999996, 1, 1,1, -2.0,-193.25333333333333
2.666666666666662, 1, 1,1, -2.0,-190.48666666666665
2.833333333333328, 1, 1,1, -2.0,-187.72
2.9999999999999942, 1, 1,1, -2.0,-184.95333333333332
3.1666666666666603, 1, 1,1, -2.0,-182.18666666666664
3.3333333333333264, 1, 1,1, -2.0,-179.41999999999996
3.4999999999999925, 1, 1,1, -2.0,-176.6533333333333
3.6666666666666585, 1, 1,1, -2.0,-173.88666666666663
3.8333333333333246, 1, 1,1, -2.0,-171.11999999999995
3.9999999999999907, 1, 1,1, -2.0,-168.3533333333333
4.166666666666657, 1, 2,1, 2.0,199.06333333333333
4.166666666666657, 1, 1,1, -2.0,-165.58666666666664
4.333333333333323, 1, 2,1, 2.0,196.29666666666665
4.333333333333323, 1, 1,1, -2.0,-162.82000000000002
4.499999999999989, 1, 2,1, 2.0,193.53
4.499999999999989, 1, 1,1, -2.0,-160.05333333333337
4.666666666666655, 1, 2,1, 2.0,190.76333333333332
4.666666666666655, 1, 1,1, -2.0,-157.28666666666675
4.8333333333333215, 1, 2,1, 2.0,187.99666666666667
4.8333333333333215, 1, 1,1, -2.0,-154.5200000000001
4.999999999999988, 1, 2,1, 2.0,185.23
4.999999999999988, 1, 1,1, -2.0,-151.75333333333347
5.166666666666654, 1, 2,1, 2.0,182.4633333333333
5.166666666666654, 1, 1,1, -2.0,-148.98666666666682
5.33333333333332, 1, 2,1, 2.0,179.69666666666663
5.33333333333332, 1, 1,1, -2.0,-146.2200000000002
5.499999999999986, 1, 2,1, 2.0,176.92999999999998
5.499999999999986, 1, 1,1, -2.0,-143.45333333333355
5.666666666666652, 1, 2,1, 2.0,174.1633333333333
5.666666666666652, 1, 1,1, -2.0,-140.68666666666692
5.833333333333318, 1, 2,1, 2.0,171.39666666666662
5.833333333333318, 1, 1,1, -2.0,-137.92000000000027
5.999999999999984, 1, 2,1, 2.0,168.62999999999994
5.999999999999984, 1, 1,1, -2.0,-135.1533333333336
6.16666666666665, 1, 2,1, 2.0,165.86333333333332
6.16666666666665, 1, 3,1, 2.0,199.34304495099295
6.16666666666665, 1, 1,1, -2.0,-132.38666666666688
6.333333333333316, 1, 2,1, 2.0,163.0966666666667
6.333333333333316, 1, 3,1, 2.0,196.59105893821467
6.333333333333316, 1, 1,1, -2.0,-129.62000000000018
6.499999999999982, 1, 2,1, 2.0,160.33000000000004
6.499999999999982, 1, 3,1, 2.0,193.84591413784932
6.499999999999982, 1, 1,1, -2.0,-126.85333333333347
6.666666666666648, 1, 2,1, 2.0,157.5633333333334
6.666666666666648, 1, 3,1, 2.0,191.10479656634868
6.666666666666648, 1, 1,1, -2.0,-124.08666666666676
6.833333333333314, 1, 2,1, 2.0,154.79666666666677
6.833333333333314, 1, 3,1, 2.0,188.3662357626705
6.833333333333314, 1, 1,1, -2.0,-121.32000000000005
6.9999999999999805, 1, 2,1, 2.0,152.03000000000014
6.9999999999999805, 1, 3,1, 2.0,185.62937445242872
6.9999999999999805, 1, 1,1, -2.0,-118.55333333333334
7.1666666666666465, 1, 2,1, 2.0,149.2633333333335
7.1666666666666465, 1, 3,1, 2.0,182.893676578814
7.1666666666666465, 1, 1,1, -2.0,-115.78666666666663
7.333333333333313, 1, 2,1, 2.0,146.49666666666684
7.333333333333313, 1, 3,1, 2.0,180.15879070573257
7.333333333333313, 1, 1,1, -2.0,-113.01999999999992
7.499999999999979, 1, 2,1, 2.0,143.73000000000022
7.499999999999979, 1, 3,1, 2.0,177.4244787099074
7.499999999999979, 1, 1,1, -2.0,-110.25333333333322
7.666666666666645, 1, 2,1, 2.0,140.9633333333336
7.666666666666645, 1, 3,1, 2.0,174.69057541702125
7.666666666666645, 1, 1,1, -2.0,-107.48666666666651
7.833333333333311, 1, 2,1, 2.0,138.19666666666694
7.833333333333311, 1, 3,1, 2.0,171.95696429968498
7.833333333333311, 1, 1,1, -2.0,-104.7199999999998
7.999999999999977, 1, 2,1, 2.0,135.43000000000026
7.999999999999977, 1, 3,1, 2.0,169.22356213100153
7.999999999999977, 1, 1,1, -2.0,-101.95333333333309
8.166666666666652, 1, 2,1, 2.0,132.66333333333355
8.166666666666652, 1, 3,1, 2.0,166.49030892802654
8.166666666666652, 1, 1,1, -2.0,-99.18666666666638
8.166666666666652, 1, 4,1, -2.0,-199.61688260710991
8.333333333333327, 1, 2,1, 2.0,129.89666666666685
8.333333333333327, 1, 3,1, 2.0,163.7571611700472
8.333333333333327, 1, 1,1, -2.0,-96.41999999999967
8.333333333333327, 1, 4,1, -2.0,-196.8519291545526
8.500000000000002, 1, 2,1, 2.0,127.13000000000014
8.500000000000002, 1, 3,1, 2.0,161.0240871230792
8.500000000000002, 1, 1,1, -2.0,-93.65333333333297
8.500000000000002, 1, 4,1, -2.0,-194.08848701477626
8.666666666666677, 1, 2,1, 2.0,124.36333333333343
8.666666666666677, 1, 3,1, 2.0,158.29106356136836
8.666666666666677, 1, 1,1, -2.0,-90.88666666666626
8.666666666666677, 1, 4,1, -2.0,-191.32637427703898
8.833333333333352, 1, 2,1, 2.0,121.59666666666672
8.833333333333352, 1, 3,1, 2.0,155.5580734385638
8.833333333333352, 1, 1,1, -2.0,-88.11999999999955
8.833333333333352, 1, 4,1, -2.0,-188.5654334818822
9.000000000000027, 1, 2,1, 2.0,118.83000000000001
9.000000000000027, 1, 3,1, 2.0,152.82510421712675
9.000000000000027, 1, 1,1, -2.0,-85.35333333333284
9.000000000000027, 1, 4,1, -2.0,-185.80552779971782
9.166666666666702, 1, 2,1, 2.0,116.0633333333333
9.166666666666702, 1, 3,1, 2.0,150.09214666094474
9.166666666666702, 1, 1,1, -2.0,-82.58666666666613
9.166666666666702, 1, 4,1, -2.0,-183.04653791510907
9.333333333333377, 1, 2,1, 2.0,113.2966666666666
9.333333333333377, 1, 3,1, 2.0,147.35919395775701
9.333333333333377, 1, 1,1, -2.0,-79.81999999999942
9.333333333333377, 1, 4,1, -2.0,-180.28835946472685
9.500000000000052, 1, 2,1, 2.0,110.52999999999989
9.500000000000052, 1, 3,1, 2.0,144.62624107854182
9.500000000000052, 1, 1,1, -2.0,-77.05333333333272
9.500000000000052, 1, 4,1, -2.0,-177.53090091416297
9.666666666666726, 1, 2,1, 2.0,107.76333333333318
9.666666666666726, 1, 3,1, 2.0,141.89328430833731
9.666666666666726, 1, 1,1, -2.0,-74.28666666666601
9.666666666666726, 1, 4,1, -2.0,-174.77408178588507
9.833333333333401, 1, 2,1, 2.0,104.99666666666647
9.833333333333401, 1, 3,1, 2.0,139.160320901747
9.833333333333401, 1, 1,1, -2.0,-71.5199999999993
9.833333333333401, 1, 4,1, -2.0,-172.01783117061532
10.000000000000076, 1, 2,1, 2.0,102.22999999999976
10.000000000000076, 1, 3,1, 2.0,136.42734882949682
10.000000000000076, 1, 1,1, -2.0,-68.75333333333259
10.000000000000076, 1, 4,1, -2.0,-169.26208646933927
10.166666666666751, 1, 2,1, 2.0,99.46333333333305
10.166666666666751, 1, 3,1, 2.0,133.69436659168986
10.166666666666751, 1, 5,1, 199.61666666666667,-2.0
10.166666666666751, 1, 1,1, -2.0,-65.98666666666588
10.166666666666751, 1, 4,1, -2.0,-166.50679232440683
10.333333333333426, 1, 2,1, 2.0,96.69666666666635
10.333333333333426, 1, 3,1, 2.0,130.96137308003745
10.333333333333426, 1, 5,1, 196.85,-2.0
10.333333333333426, 1, 1,1, -2.0,-63.219999999999175
10.333333333333426, 1, 4,1, -2.0,-163.75189970676462
10.500000000000101, 1, 2,1, 2.0,93.92999999999964
10.500000000000101, 1, 3,1, 2.0,128.2283674761206
10.500000000000101, 1, 5,1, 194.08333333333334,-2.0
10.500000000000101, 1, 1,1, -2.0,-60.453333333332466
10.500000000000101, 1, 4,1, -2.0,-160.9973651329511
10.666666666666776, 1, 2,1, 2.0,91.16333333333293
10.666666666666776, 1, 3,1, 2.0,125.49534917619637
10.666666666666776, 1, 5,1, 191.31666666666666,-2.0
10.666666666666776, 1, 1,1, -2.0,-57.68666666666576
10.666666666666776, 1, 4,1, -2.0,-158.24314999060192
10.833333333333451, 1, 2,1, 2.0,88.39666666666622
10.833333333333451, 1, 3,1, 2.0,122.76231773558563
10.833333333333451, 1, 5,1, 188.54999999999998,-2.0
10.833333333333451, 1, 1,1, -2.0,-54.91999999999905
10.833333333333451, 1, 4,1, -2.0,-155.48921995521087
11.000000000000126, 1, 2,1, 2.0,85.62999999999951
11.000000000000126, 1, 3,1, 2.0,120.02927282751781
11.000000000000126, 1, 5,1, 185.78333333333333,-2.0
11.000000000000126, 1, 1,1, -2.0,-52.15333333333234
11.000000000000126, 1, 4,1, -2.0,-152.73554448404465
11.166666666666801, 1, 2,1, 2.0,82.8633333333328
11.166666666666801, 1, 3,1, 2.0,117.29621421265854
11.166666666666801, 1, 5,1, 183.01666666666665,-2.0
11.166666666666801, 1, 1,1, -2.0,-49.38666666666563
11.166666666666801, 1, 4,1, -2.0,-149.9820963756115
11.333333333333476, 1, 2,1, 2.0,80.0966666666661
11.333333333333476, 1, 3,1, 2.0,114.56314171653636
11.333333333333476, 1, 5,1, 180.24999999999997,-2.0
11.333333333333476, 1, 1,1, -2.0,-46.619999999998925
11.333333333333476, 1, 4,1, -2.0,-147.22885138508335
11.500000000000151, 1, 2,1, 2.0,77.32999999999939
11.500000000000151, 1, 3,1, 2.0,111.83005521281386
11.500000000000151, 1, 5,1, 177.4833333333333,-2.0
11.500000000000151, 1, 1,1, -2.0,-43.853333333332216
11.500000000000151, 1, 4,1, -2.0,-144.4757878876818
11.666666666666826, 1, 2,1, 2.0,74.56333333333268
11.666666666666826, 1, 3,1, 2.0,109.0969546108848
11.666666666666826, 1, 5,1, 174.71666666666664,-2.0
11.666666666666826, 1, 1,1, -2.0,-41.08666666666551
11.666666666666826, 1, 4,1, -2.0,-141.7228865833408
11.833333333333501, 1, 2,1, 2.0,71.79666666666597
11.833333333333501, 1, 3,1, 2.0,106.36383984667526
11.833333333333501, 1, 5,1, 171.94999999999996,-2.0
11.833333333333501, 1, 1,1, -2.0,-38.3199999999988
11.833333333333501, 1, 4,1, -2.0,-138.9701302370214
12.000000000000176, 1, 2,1, 2.0,69.02999999999926
12.000000000000176, 1, 3,1, 2.0,103.63071087581855
12.000000000000176, 1, 5,1, 169.18333333333328,-2.0
12.000000000000176, 1, 1,1, -2.0,-35.55333333333209
12.000000000000176, 1, 4,1, -2.0,-136.21750344992492
12.16666666666685, 1, 2,1, 2.0,66.26333333333255
12.16666666666685, 1, 3,1, 2.0,100.89756766858936
12.16666666666685, 1, 5,1, 166.41666666666663,-2.0
12.16666666666685, 1, 6,1, 199.61884832892812,-2.0
12.16666666666685, 1, 1,1, -2.0,-32.78666666666538
12.16666666666685, 1, 4,1, -2.0,-133.46499245756667
12.333333333333526, 1, 2,1, 2.0,63.496666666665845
12.333333333333526, 1, 3,1, 2.0,98.1644102061428
12.333333333333526, 1, 5,1, 163.65,-2.0
12.333333333333526, 1, 6,1, 196.86611051130467,-2.0
12.333333333333526, 1, 1,1, -2.0,-30.019999999998674
12.333333333333526, 1, 4,1, -2.0,-130.71258495126864
12.5000000000002, 1, 2,1, 2.0,60.72999999999914
12.5000000000002, 1, 3,1, 2.0,95.43123847772085
12.5000000000002, 1, 5,1, 160.88333333333338,-2.0
12.5000000000002, 1, 6,1, 194.1206665056636,-2.0
12.5000000000002, 1, 1,1, -2.0,-27.253333333331966
12.5000000000002, 1, 4,1, -2.0,-127.96026992012266
12.666666666666876, 1, 2,1, 2.0,57.96333333333243
12.666666666666876, 1, 3,1, 2.0,92.69805247857698
12.666666666666876, 1, 5,1, 158.11666666666673,-2.0
12.666666666666876, 1, 6,1, 191.37944885440655,-2.0
12.666666666666876, 1, 1,1, -2.0,-24.486666666665258
12.666666666666876, 1, 4,1, -2.0,-125.20803751089113
12.83333333333355, 1, 2,1, 2.0,55.19666666666572
12.83333333333355, 1, 3,1, 2.0,89.96485220843364
12.83333333333355, 1, 5,1, 155.35000000000008,-2.0
12.83333333333355, 1, 6,1, 188.6408878031852,-2.0
12.83333333333355, 1, 1,1, -2.0,-21.71999999999855
12.83333333333355, 1, 4,1, -2.0,-122.45587890365996
13.000000000000226, 1, 2,1, 2.0,52.42999999999901
13.000000000000226, 1, 3,1, 2.0,87.23163767033566
13.000000000000226, 1, 5,1, 152.58333333333346,-2.0
13.000000000000226, 1, 6,1, 185.90408022929486,-2.0
13.000000000000226, 1, 1,1, -2.0,-18.95333333333184
13.000000000000226, 1, 4,1, -2.0,-119.70378620135247
13.1666666666669, 1, 2,1, 2.0,49.663333333332304
13.1666666666669, 1, 3,1, 2.0,84.49840886979729
13.1666666666669, 1, 5,1, 149.81666666666683,-2.0
13.1666666666669, 1, 6,1, 183.16846658317084,-2.0
13.1666666666669, 1, 1,1, -2.0,-16.186666666665133
13.1666666666669, 1, 4,1, -2.0,-116.95175233146301
13.333333333333576, 1, 2,1, 2.0,46.896666666665595
13.333333333333576, 1, 3,1, 2.0,81.76516581416787
13.333333333333576, 1, 5,1, 147.05000000000018,-2.0
13.333333333333576, 1, 6,1, 180.4336825334068,-2.0
13.333333333333576, 1, 1,1, -2.0,-13.419999999998424
13.333333333333576, 1, 4,1, -2.0,-114.19977095858131
13.50000000000025, 1, 2,1, 2.0,44.12999999999889
13.50000000000025, 1, 3,1, 2.0,79.0319085121598
13.50000000000025, 1, 5,1, 144.28333333333353,-2.0
13.50000000000025, 1, 6,1, 177.69948254954662,-2.0
13.50000000000025, 1, 1,1, -2.0,-10.653333333331716
13.50000000000025, 1, 4,1, -2.0,-111.44783640646003
13.666666666666925, 1, 2,1, 2.0,41.36333333333218
13.666666666666925, 1, 3,1, 2.0,76.29863697349708
13.666666666666925, 1, 5,1, 141.5166666666669,-2.0
13.666666666666925, 1, 6,1, 174.96569708000627,-2.0
13.666666666666925, 1, 1,1, -2.0,-7.886666666665008
13.666666666666925, 1, 4,1, -2.0,-108.69594358853436
13.8333333333336, 1, 2,1, 2.0,38.59666666666547
13.8333333333336, 1, 3,1, 2.0,73.56535120865358
13.8333333333336, 1, 5,1, 138.75000000000028,-2.0
13.8333333333336, 1, 6,1, 172.23220697177362,-2.0
13.8333333333336, 1, 1,1, -2.0,-5.119999999998299
13.8333333333336, 1, 4,1, -2.0,-105.94408794593664
14.000000000000275, 1, 2,1, 2.0,35.82999999999876
14.000000000000275, 1, 3,1, 2.0,70.83205122865829
14.000000000000275, 1, 5,1, 135.9833333333336,-2.0
14.000000000000275, 1, 6,1, 169.49892741806536,-2.0
14.000000000000275, 1, 1,1, -2.0,-2.353333333331591
14.000000000000275, 1, 4,1, -2.0,-103.19226539216478
14.16666666666695, 1, 2,1, 2.0,33.063333333332054
14.16666666666695, 1, 3,1, 2.0,68.09873704495001
14.16666666666695, 1, 7,1, 2.0,199.61701186768633
14.16666666666695, 1, 5,1, 133.2166666666669,-2.0
14.16666666666695, 1, 6,1, 166.76579749347974,-2.0
14.16666666666695, 1, 4,1, -2.0,-100.44036723911336
14.16666666666695, 1, 1,1, -1.0218356193586093,-1.9781643806413907
14.333333333333625, 1, 2,1, 2.0,30.296666666665345
14.333333333333625, 1, 3,1, 2.0,65.36540866926916
14.333333333333625, 1, 7,1, 2.0,196.8530865539101
14.333333333333625, 1, 5,1, 130.4500000000002,-2.0
14.333333333333625, 1, 6,1, 164.03277312773812,-2.0
14.333333333333625, 1, 4,1, -2.0,-97.68774423880052
14.333333333333625, 1, 1,1, -3.49,-2.0
14.5000000000003, 1, 2,1, 2.0,27.529999999998637
14.5000000000003, 1, 3,1, 2.0,62.632066113577196
14.5000000000003, 1, 7,1, 2.0,194.09158549048757
14.5000000000003, 1, 5,1, 127.68333333333348,-2.0
14.5000000000003, 1, 6,1, 161.2998222800264,-2.0
14.5000000000003, 1, 4,1, -2.0,-94.93433559149808
14.5000000000003, 1, 1,1, -6.256666666666667,-2.0
14.666666666666975, 1, 2,1, 2.0,24.76333333333193
14.666666666666975, 1, 3,1, 2.0,59.89870938999621
14.666666666666975, 1, 7,1, 2.0,191.33222221440553
14.666666666666975, 1, 5,1, 124.91666666666677,-2.0
14.666666666666975, 1, 6,1, 158.56692156676718,-2.0
14.666666666666975, 1, 4,1, -2.0,-92.1801849483754
14.666666666666975, 1, 1,1, -9.023333333333332,-2.0
14.83333333333365, 1, 2,1, 2.0,21.99666666666522
14.83333333333365, 1, 3,1, 2.0,57.165338510764485
14.83333333333365, 1, 7,1, 2.0,188.57474810442704
14.83333333333365, 1, 5,1, 122.15000000000006,-2.0
14.83333333333365, 1, 6,1, 155.83405387376507,-2.0
14.83333333333365, 1, 4,1, -2.0,-89.42533356791316
14.83333333333365, 1, 1,1, -11.790000000000004,-2.0
15.000000000000325, 1, 2,1, 2.0,19.229999999998512
15.000000000000325, 1, 3,1, 2.0,54.43195348820254
15.000000000000325, 1, 7,1, 2.0,185.81894655479636
15.000000000000325, 1, 5,1, 119.38333333333335,-2.0
15.000000000000325, 1, 6,1, 153.10120664836865,-2.0
15.000000000000325, 1, 4,1, -2.0,-86.66982044351931
15.000000000000325, 1, 1,1, -14.556666666666677,-2.0
15.166666666667, 1, 2,1, 2.0,16.463333333331803
15.166666666667, 1, 3,1, 2.0,51.69855433468851
15.166666666667, 1, 7,1, 2.0,183.06462821185158
15.166666666667, 1, 5,1, 116.61666666666665,-2.0
15.166666666667, 1, 6,1, 150.368370668696,-2.0
15.166666666667, 1, 4,1, -2.0,-83.91368242472282
15.166666666667, 1, 1,1, -17.32333333333335,-2.0
15.333333333333675, 1, 2,1, 2.0,13.696666666665095
15.333333333333675, 1, 3,1, 2.0,48.965141062639276
15.333333333333675, 1, 7,1, 2.0,180.31162704680042
15.333333333333675, 1, 5,1, 113.84999999999994,-2.0
15.333333333333675, 1, 6,1, 147.63553915155404,-2.0
15.333333333333675, 1, 4,1, -2.0,-81.15695433222676
15.333333333333675, 1, 1,1, -20.09000000000002,-2.0
15.50000000000035, 1, 2,1, 2.0,10.929999999998387
15.50000000000035, 1, 3,1, 2.0,46.23171368449667
15.50000000000035, 1, 7,1, 2.0,177.5597970929648
15.50000000000035, 1, 5,1, 111.08333333333323,-2.0
15.50000000000035, 1, 6,1, 144.9027071030216,-2.0
15.50000000000035, 1, 4,1, -2.0,-78.39966906709357
15.50000000000035, 1, 1,1, -22.856666666666694,-2.0
15.666666666667025, 1, 2,1, 2.0,8.163333333331678
15.666666666667025, 1, 3,1, 2.0,43.49827221271704
15.666666666667025, 1, 7,1, 2.0,174.80900971600465
15.666666666667025, 1, 5,1, 108.31666666666652,-2.0
15.666666666667025, 1, 6,1, 142.16987084411358,-2.0
15.666666666667025, 1, 4,1, -2.0,-75.64185771432828
15.666666666667025, 1, 1,1, -25.623333333333367,-2.0
15.8333333333337, 1, 2,1, 2.0,5.39666666666497
15.8333333333337, 1, 3,1, 2.0,40.764816659763596
15.8333333333337, 1, 7,1, 2.0,172.0591513153638
15.8333333333337, 1, 5,1, 105.54999999999981,-2.0
15.8333333333337, 1, 6,1, 139.43702766343895,-2.0
15.8333333333337, 1, 4,1, -2.0,-72.88354964111693
15.8333333333337, 1, 1,1, -28.39000000000004,-2.0
16.000000000000373, 1, 2,1, 2.0,2.6299999999982617
16.000000000000373, 1, 3,1, 2.0,38.031347038100364
16.000000000000373, 1, 7,1, 2.0,169.3101213774192
16.000000000000373, 1, 5,1, 102.7833333333331,-2.0
16.000000000000373, 1, 6,1, 136.70417556235026,-2.0
16.000000000000373, 1, 4,1, -2.0,-70.12477258996915
16.000000000000373, 1, 1,1, -31.156666666666712,-2.0
16.16666666666703, 1, 8,1, -199.61666666666667,2.0
16.16666666666703, 1, 3,1, 2.0,35.297723639464664
16.16666666666703, 1, 7,1, 2.0,166.56183026587016
16.16666666666703, 1, 5,1, 100.0166666666664,-2.0
16.16666666666703, 1, 6,1, 133.97131306766482,-2.0
16.16666666666703, 1, 4,1, -2.0,-67.36555276700534
16.16666666666703, 1, 1,1, -33.923333333333375,-2.0
16.16666666666703, 1, 2,1, 2.0,-0.10666666666666669
16.333333333333687, 1, 8,1, -196.85,2.0
16.333333333333687, 1, 3,1, 2.0,32.562583486952605
16.333333333333687, 1, 7,1, 2.0,163.81416230507395
16.333333333333687, 1, 5,1, 97.24999999999969,-2.0
16.333333333333687, 1, 6,1, 131.23843909387227,-2.0
16.333333333333687, 1, 4,1, -2.0,-64.60591492561957
16.333333333333687, 1, 1,1, -36.69000000000001,-2.0
16.333333333333687, 1, 2,1, 2.0,-2.66
16.500000000000345, 1, 8,1, -194.08333333333334,2.0
16.500000000000345, 1, 3,1, 2.0,29.82569547712697
16.500000000000345, 1, 7,1, 2.0,161.06696665945765
16.500000000000345, 1, 5,1, 94.48333333333298,-2.0
16.500000000000345, 1, 6,1, 128.50555284165068,-2.0
16.500000000000345, 1, 4,1, -2.0,-61.84588244574246
16.500000000000345, 1, 1,1, -39.45666666666665,-2.0
16.500000000000345, 1, 2,1, 2.0,-5.426666666666668
16.666666666667002, 1, 8,1, -191.31666666666666,2.0
16.666666666667002, 1, 3,1, 2.0,27.087155022261015
16.666666666667002, 1, 7,1, 2.0,158.32011299328295
16.666666666667002, 1, 5,1, 91.71666666666627,-2.0
16.666666666667002, 1, 6,1, 125.77265372306206,-2.0
16.666666666667002, 1, 4,1, -2.0,-59.08547740891717
16.666666666667002, 1, 1,1, -42.22333333333329,-2.0
16.666666666667002, 1, 2,1, 2.0,-8.193333333333332
16.83333333333366, 1, 8,1, -188.54999999999998,2.0
16.83333333333366, 1, 3,1, 2.0,24.34705248619926
16.83333333333366, 1, 7,1, 2.0,155.57349189568808
16.83333333333366, 1, 5,1, 88.94999999999956,-2.0
16.83333333333366, 1, 6,1, 123.0397413063754,-2.0
16.83333333333366, 1, 4,1, -2.0,-56.32472066939542
16.83333333333366, 1, 1,1, -44.989999999999924,-2.0
